Tab,Row in V3,Review group,Section,Page,Web address,Pick needed,Initial decision,Reason
Main site,158,3 Content pages,News posts,Morehouse students visit uncommon,https://uncommonschools.org/news/morehouse-students-visit-uncommon/,yes,Kill,Old news (2020); 26 views in 12 months.
Main site,159,3 Content pages,News posts,Newark high school students fight for menstrual equity,https://uncommonschools.org/news/newark-high-school-students-fight-for-menstrual-equity/,yes,Kill,Old news (2023); 26 views in 12 months.
Main site,160,3 Content pages,News posts,Stanford ai curriculum debuts in newarks uncommon schools network,https://uncommonschools.org/news/stanford-ai-curriculum-debuts-in-newarks-uncommon-schools-network/,yes,Keep,News from 2025; 25 views in 12 months.
Main site,161,3 Content pages,News posts,Newmarket building,https://uncommonschools.org/boston/newmarket-building/,yes,Kill,Old news (2022); 25 views in 12 months.
Main site,162,3 Content pages,News posts,Roxbury prep football makes history,https://uncommonschools.org/news/roxbury-prep-football-makes-history/,yes,Kill,Old news (2019); 25 views in 12 months.
Main site,163,3 Content pages,News posts,Roc teacher shortages,https://uncommonschools.org/rochester/roc-teacher-shortages/,yes,Kill,Old news (2022); 25 views in 12 months.
Main site,164,3 Content pages,News posts,Roxbury prep is focused on solving bostons teacher shortage,https://uncommonschools.org/news/roxbury-prep-is-focused-on-solving-bostons-teacher-shortage/,yes,Kill,Old news (2023); 25 views in 12 months.
Main site,165,3 Content pages,News posts,Learning ai newark students look to the future,https://uncommonschools.org/news/learning-ai-newark-students-look-to-the-future/,yes,Keep,News from 2025; 23 views in 12 months.
Main site,166,3 Content pages,News posts,Roxbury prep hs silent protest city hall,https://uncommonschools.org/news/roxbury-prep-hs-silent-protest-city-hall/,yes,Kill,Old news (2020); 23 views in 12 months.
Main site,167,3 Content pages,News posts,Uncommon leaders tfa school leaders of color conference,https://uncommonschools.org/news/uncommon-leaders-tfa-school-leaders-of-color-conference/,yes,Kill,Old news (2020); 21 views in 12 months.
Main site,168,3 Content pages,News posts,13 uncommon seniors receive questbridge scholarships to top schools,https://uncommonschools.org/news/13-uncommon-seniors-receive-questbridge-scholarships-to-top-schools/,yes,Kill,Old news (2021); 21 views in 12 months.
Main site,169,3 Content pages,News posts,Roxbury prep rally vote high school building,https://uncommonschools.org/news/roxbury-prep-rally-vote-high-school-building/,yes,Kill,Old news (2020); 20 views in 12 months.
Main site,170,3 Content pages,News posts,Roxbury prep students share their stories at parade,https://uncommonschools.org/news/roxbury-prep-students-share-their-stories-at-parade/,yes,Kill,Old news (2019); 20 views in 12 months.
Main site,171,3 Content pages,News posts,Camden prep mt ephraim campus reopens after renovations,https://uncommonschools.org/news/camden-prep-mt-ephraim-campus-reopens-after-renovations/,yes,Kill,Old news (2019); 20 views in 12 months.
Main site,172,3 Content pages,News posts,Uncommon schools awarded special education grant,https://uncommonschools.org/news/uncommon-schools-awarded-special-education-grant/,yes,Kill,Old news (2020); 20 views in 12 months.
Main site,173,3 Content pages,News posts,Together we are here,https://uncommonschools.org/news/together-we-are-here/,yes,Kill,Old news (2020); 19 views in 12 months.
Main site,174,3 Content pages,News posts,Schools namesake celebrated by dorchester historical society,https://uncommonschools.org/news/schools-namesake-celebrated-by-dorchester-historical-society/,yes,Kill,Old news (2019); 19 views in 12 months.
Main site,175,3 Content pages,News posts,Julie jackson speaks to educators in london,https://uncommonschools.org/news/julie-jackson-speaks-to-educators-in-london/,yes,Kill,Old news (2019); 19 views in 12 months.
Main site,176,3 Content pages,News posts,Today hosts go back to school with uncommon,https://uncommonschools.org/news/today-hosts-go-back-to-school-with-uncommon/,yes,Kill,Old news (2019); 19 views in 12 months.
Main site,177,3 Content pages,News posts,Alumni persist in college with continued support,https://uncommonschools.org/news/alumni-persist-in-college-with-continued-support/,yes,Kill,Old news (2020); 18 views in 12 months.
Main site,178,3 Content pages,News posts,Making together here video,https://uncommonschools.org/news/making-together-here-video/,yes,Kill,Old news (2020); 18 views in 12 months.
Main site,179,3 Content pages,News posts,North star academy graduates celebrate the coming journey,https://uncommonschools.org/newark/north-star-academy-graduates-celebrate-the-coming-journey/,yes,Kill,Old news (2022); 18 views in 12 months.
Main site,180,3 Content pages,News posts,Nj students receive prestigious questbridge scholarships,https://uncommonschools.org/news/nj-students-receive-prestigious-questbridge-scholarships/,yes,Keep,News from 2024; 17 views in 12 months.
Main site,181,3 Content pages,News posts,Youth in newark empowered to vote school board for the first time,https://uncommonschools.org/news/youth-in-newark-empowered-to-vote-school-board-for-the-first-time/,yes,Keep,News from 2025; 17 views in 12 months.
Main site,182,3 Content pages,News posts,76ers recognize camden prep student and staff,https://uncommonschools.org/news/76ers-recognize-camden-prep-student-and-staff/,yes,Kill,Old news (2020); 17 views in 12 months.
Main site,183,3 Content pages,News posts,Mission hill graduating senior looks towards a career in health science will attend bu in the fall,https://uncommonschools.org/news/mission-hill-graduating-senior-looks-towards-a-career-in-health-science-will-attend-bu-in-the-fall/,yes,Kill,Old news (2022); 17 views in 12 months.
Main site,184,3 Content pages,News posts,Rochester prep teacher shares first year teaching experience,https://uncommonschools.org/news/rochester-prep-teacher-shares-first-year-teaching-experience/,yes,Kill,Old news (2019); 17 views in 12 months.
Main site,185,3 Content pages,News posts,Roxbury prep alumna summer teaching fellow,https://uncommonschools.org/news/roxbury-prep-alumna-summer-teaching-fellow/,yes,Kill,Old news (2020); 17 views in 12 months.
Main site,186,3 Content pages,News posts,Roxbury prep graduates its first high school class,https://uncommonschools.org/news/roxbury-prep-graduates-its-first-high-school-class/,yes,Kill,Old news (2019); 17 views in 12 months.
Main site,187,3 Content pages,News posts,Nj students receive scholarships for college education,https://uncommonschools.org/news/nj-students-receive-scholarships-for-college-education/,yes,Keep,News from 2024; 16 views in 12 months.
Main site,188,3 Content pages,News posts,From classroom to campus how this newark school sends 90 of students to college,https://uncommonschools.org/news/from-classroom-to-campus-how-this-newark-school-sends-90-of-students-to-college/,yes,Keep,News from 2025; 15 views in 12 months.
Main site,189,3 Content pages,News posts,Nfi unique program,https://uncommonschools.org/news/nfi-unique-program/,yes,Keep,News from 2024; 15 views in 12 months.
Main site,190,3 Content pages,News posts,North star welcomes next year s kindergarteners,https://uncommonschools.org/news/north-star-welcomes-next-year-s-kindergarteners/,yes,Keep,News from 2024; 15 views in 12 months.
Main site,191,3 Content pages,News posts,Camden prep hs students dive into stem with robotics,https://uncommonschools.org/news/camden-prep-hs-students-dive-into-stem-with-robotics/,yes,Kill,Old news (2021); 15 views in 12 months.
Main site,192,3 Content pages,News posts,Uncommon schools summer program is helping college students become teachers,https://uncommonschools.org/news/uncommon-schools-summer-program-is-helping-college-students-become-teachers/,yes,Kill,Old news (2022); 15 views in 12 months.
Main site,193,3 Content pages,News posts,Camden prep students head back to class at brand new school building i want to be successful,https://uncommonschools.org/camden/camden-prep-students-head-back-to-class-at-brand-new-school-building-i-want-to-be-successful/,yes,Kill,Old news (2023); 14 views in 12 months.
Main site,194,3 Content pages,News posts,Jody jones discusses leadership with the accelerate institute,https://uncommonschools.org/news/jody-jones-discusses-leadership-with-the-accelerate-institute/,yes,Kill,Old news (2023); 14 views in 12 months.
Main site,195,3 Content pages,News posts,School leaders view nycs new chancellor admitted were teaching reading all wrong now is the time to get it right,https://uncommonschools.org/news/school-leaders-view-nycs-new-chancellor-admitted-were-teaching-reading-all-wrong-now-is-the-time-to-get-it-right/,yes,Kill,Old news (2023); 14 views in 12 months.
Main site,196,3 Content pages,News posts,Uncommon leaders share 5 recommendations with nyc mayor elect adams,https://uncommonschools.org/news/uncommon-leaders-share-5-recommendations-with-nyc-mayor-elect-adams/,yes,Kill,Old news (2021); 14 views in 12 months.
Main site,197,3 Content pages,News posts,Whitemire high school 2 0,https://uncommonschools.org/news/whitemire-high-school-2-0/,yes,Kill,Old news (2020); 14 views in 12 months.
Main site,198,3 Content pages,News posts,Report newark students enrolled in charter schools see improvements in math and reading scores,https://uncommonschools.org/news/report-newark-students-enrolled-in-charter-schools-see-improvements-in-math-and-reading-scores/,yes,Kill,Old news (2020); 14 views in 12 months.
Main site,199,3 Content pages,News posts,3 guiding principles transition remote learning,https://uncommonschools.org/news/3-guiding-principles-transition-remote-learning/,yes,Kill,Old news (2020); 13 views in 12 months.
Main site,200,3 Content pages,News posts,The karen hunter show featuring juliana worrell how can schools close learning gaps caused by the pandemic,https://uncommonschools.org/news/the-karen-hunter-show-featuring-juliana-worrell-how-can-schools-close-learning-gaps-caused-by-the-pandemic/,yes,Kill,Old news (2023); 13 views in 12 months.
Main site,201,3 Content pages,News posts,Colleges must extend enrollment deadlines after fafsa delays,https://uncommonschools.org/news/colleges-must-extend-enrollment-deadlines-after-fafsa-delays/,yes,Keep,News from 2024; 13 views in 12 months.
Main site,202,3 Content pages,News posts,Recognize the beauty powerful video of boys saying affirmations in mirror puts ny students in spotlight,https://uncommonschools.org/news/recognize-the-beauty-powerful-video-of-boys-saying-affirmations-in-mirror-puts-ny-students-in-spotlight/,yes,Kill,Old news (2023); 13 views in 12 months.
Main site,203,3 Content pages,News posts,Roxbury prep hs principal a hero among us,https://uncommonschools.org/news/roxbury-prep-hs-principal-a-hero-among-us/,yes,Kill,Old news (2020); 13 views in 12 months.
Main site,204,3 Content pages,News posts,Uncommon builds online hs,https://uncommonschools.org/news/uncommon-builds-online-hs/,yes,Kill,Old news (2020); 13 views in 12 months.
Main site,205,3 Content pages,News posts,Https www inquirer com education camden prep high school renaissance founding class 20240614 html,https://uncommonschools.org/news/https-www-inquirer-com-education-camden-prep-high-school-renaissance-founding-class-20240614-html/,yes,Keep,News from 2024; 12 views in 12 months.
Main site,206,3 Content pages,News posts,North star academy seniors celebrate drive thru graduation,https://uncommonschools.org/news/north-star-academy-seniors-celebrate-drive-thru-graduation/,yes,Kill,Old news (2020); 12 views in 12 months.
Main site,207,3 Content pages,News posts,Boston globe editorial roxbury prep high school equitable city,https://uncommonschools.org/news/boston-globe-editorial-roxbury-prep-high-school-equitable-city/,yes,Kill,Old news (2020); 12 views in 12 months.
Main site,208,3 Content pages,News posts,Camden prep ms graduates first class,https://uncommonschools.org/news/camden-prep-ms-graduates-first-class/,yes,Kill,Old news (2020); 12 views in 12 months.
Main site,209,3 Content pages,News posts,Reinventing education amid pandemic,https://uncommonschools.org/news/reinventing-education-amid-pandemic/,yes,Kill,Old news (2020); 12 views in 12 months.
Main site,210,3 Content pages,News posts,Roxbury prep plans for remote learning,https://uncommonschools.org/news/roxbury-prep-plans-for-remote-learning/,yes,Kill,Old news (2020); 12 views in 12 months.
Main site,211,3 Content pages,News posts,Uncommon mental health day,https://uncommonschools.org/news/uncommon-mental-health-day/,yes,Kill,Old news (2020); 11 views in 12 months.
